ImagePath,Class,Confidence
detected_frames\frame_285385509256000.jpg,car,0.93
detected_frames\frame_285385520914200.jpg,car,0.51
detected_frames\frame_285385595368400.jpg,car,0.93
detected_frames\frame_285385612491400.jpg,car,0.90
detected_frames\frame_285385623248300.jpg,car,0.90
detected_frames\frame_285385640489900.jpg,car,0.55
detected_frames\frame_285385706566200.jpg,car,0.94
detected_frames\frame_285385718086600.jpg,car,0.94
detected_frames\frame_285385728899600.jpg,car,0.87
detected_frames\frame_285385739865600.jpg,car,0.49
detected_frames\frame_285385821781000.jpg,car,0.95
detected_frames\frame_285385832409200.jpg,car,0.93
detected_frames\frame_285385847125900.jpg,car,0.90
detected_frames\frame_285385858657800.jpg,car,0.55
detected_frames\frame_285385942177600.jpg,car,0.92
detected_frames\frame_285385952656800.jpg,car,0.90
detected_frames\frame_285385962855200.jpg,car,0.41
detected_frames\frame_285386043319100.jpg,car,0.93
detected_frames\frame_285386053722100.jpg,car,0.92
detected_frames\frame_285386064341500.jpg,car,0.52
detected_frames\frame_285386171772100.jpg,car,0.96
detected_frames\frame_285386189952700.jpg,car,0.91
detected_frames\frame_285386202853900.jpg,car,0.36
detected_frames\frame_285386278292500.jpg,car,0.92
detected_frames\frame_285386295409500.jpg,car,0.89
detected_frames\frame_285386313450100.jpg,car,0.66
detected_frames\frame_285386397308700.jpg,car,0.91
detected_frames\frame_285386414821800.jpg,car,0.88
detected_frames\frame_285386425263600.jpg,car,0.76
detected_frames\frame_285386506802800.jpg,car,0.95
detected_frames\frame_285386518653300.jpg,car,0.93
detected_frames\frame_285386529005900.jpg,car,0.83
detected_frames\frame_285386539764500.jpg,car,0.26
detected_frames\frame_285386617008300.jpg,car,0.95
detected_frames\frame_285386634040900.jpg,car,0.95
detected_frames\frame_285386651063400.jpg,car,0.86
detected_frames\frame_285386666796700.jpg,car,0.33
detected_frames\frame_285386748325900.jpg,car,0.92
detected_frames\frame_285386765083700.jpg,car,0.91
detected_frames\frame_285386774746100.jpg,car,0.90
detected_frames\frame_285386785163200.jpg,car,0.37
detected_frames\frame_285386795809700.jpg,car,0.26
detected_frames\frame_285386869650600.jpg,car,0.95
detected_frames\frame_285386886856500.jpg,car,0.93
detected_frames\frame_285386903809900.jpg,car,0.80
detected_frames\frame_285386916471700.jpg,car,0.71
detected_frames\frame_285386926649600.jpg,car,0.59
detected_frames\frame_285387000664800.jpg,car,0.94
detected_frames\frame_285387017043900.jpg,car,0.90
detected_frames\frame_285387033737400.jpg,car,0.60
detected_frames\frame_285387050000500.jpg,car,0.45
detected_frames\frame_285387124491200.jpg,car,0.93
detected_frames\frame_285387141095900.jpg,car,0.88
detected_frames\frame_285387157838400.jpg,car,0.72
detected_frames\frame_285387168358800.jpg,car,0.62
detected_frames\frame_285387239708600.jpg,car,0.91
detected_frames\frame_285387256690100.jpg,car,0.89
detected_frames\frame_285387273905900.jpg,car,0.77
detected_frames\frame_285387285852500.jpg,car,0.75
detected_frames\frame_285387356216300.jpg,car,0.97
detected_frames\frame_285387367678200.jpg,car,0.94
detected_frames\frame_285387379109300.jpg,car,0.77
detected_frames\frame_285387396471500.jpg,car,0.61
detected_frames\frame_285387478207600.jpg,car,0.94
detected_frames\frame_285387488714000.jpg,car,0.94
detected_frames\frame_285387500299600.jpg,car,0.89
detected_frames\frame_285387517211300.jpg,car,0.82
detected_frames\frame_285387595287800.jpg,car,0.94
detected_frames\frame_285387605590600.jpg,car,0.93
detected_frames\frame_285387616245300.jpg,car,0.81
detected_frames\frame_285387632386800.jpg,car,0.79
detected_frames\frame_285387710991500.jpg,car,0.96
detected_frames\frame_285387721725400.jpg,car,0.96
detected_frames\frame_285387734391900.jpg,car,0.90
detected_frames\frame_285387752734300.jpg,car,0.81
detected_frames\frame_285387840597000.jpg,car,0.92
detected_frames\frame_285387858650100.jpg,car,0.90
detected_frames\frame_285387876766500.jpg,car,0.81
detected_frames\frame_285387956088300.jpg,car,0.93
detected_frames\frame_285387973423800.jpg,car,0.90
detected_frames\frame_285387989917000.jpg,car,0.89
detected_frames\frame_285388070310300.jpg,car,0.90
detected_frames\frame_285388081852400.jpg,car,0.90
detected_frames\frame_285388092312400.jpg,car,0.81
detected_frames\frame_285388169578600.jpg,car,0.94
detected_frames\frame_285388187926100.jpg,car,0.88
detected_frames\frame_285388205778900.jpg,car,0.84
detected_frames\frame_285388284577900.jpg,car,0.93
detected_frames\frame_285388302512500.jpg,car,0.92
detected_frames\frame_285388321208900.jpg,car,0.91
detected_frames\frame_285388400059900.jpg,car,0.95
detected_frames\frame_285388410837300.jpg,car,0.91
detected_frames\frame_285388428717000.jpg,car,0.90
detected_frames\frame_285388511779700.jpg,car,0.94
detected_frames\frame_285388523633100.jpg,car,0.94
detected_frames\frame_285388539568300.jpg,car,0.90
detected_frames\frame_285388622258000.jpg,car,0.95
detected_frames\frame_285388634695800.jpg,car,0.94
detected_frames\frame_285388651874700.jpg,car,0.92
detected_frames\frame_285388728312200.jpg,car,0.93
detected_frames\frame_285388746207600.jpg,car,0.90
detected_frames\frame_285388764413400.jpg,car,0.90
detected_frames\frame_285388844443700.jpg,car,0.89
detected_frames\frame_285388856273400.jpg,car,0.88
detected_frames\frame_285388867430400.jpg,car,0.86
detected_frames\frame_285388951325500.jpg,car,0.95
detected_frames\frame_285388964325300.jpg,car,0.94
detected_frames\frame_285388981139300.jpg,car,0.92
detected_frames\frame_285389062180100.jpg,car,0.95
detected_frames\frame_285389076771500.jpg,car,0.92
detected_frames\frame_285389094593600.jpg,car,0.91
detected_frames\frame_285389175312600.jpg,car,0.91
detected_frames\frame_285389193220800.jpg,car,0.91
detected_frames\frame_285389211336300.jpg,car,0.88
detected_frames\frame_285389288241300.jpg,car,0.90
detected_frames\frame_285389306138200.jpg,car,0.89
detected_frames\frame_285389319074500.jpg,car,0.88
detected_frames\frame_285389397659300.jpg,car,0.95
detected_frames\frame_285389415980600.jpg,car,0.91
detected_frames\frame_285389433925000.jpg,car,0.87
detected_frames\frame_285389512659300.jpg,car,0.94
detected_frames\frame_285389531055000.jpg,car,0.91
detected_frames\frame_285389541188200.jpg,car,0.88
detected_frames\frame_285389617985100.jpg,car,0.92
detected_frames\frame_285389635851700.jpg,car,0.85
detected_frames\frame_285389720240900.jpg,car,0.93
detected_frames\frame_285389738122000.jpg,car,0.88
detected_frames\frame_285389814575600.jpg,car,0.90
detected_frames\frame_285389825493000.jpg,car,0.88
detected_frames\frame_285389912711200.jpg,car,0.92
detected_frames\frame_285389928376500.jpg,car,0.89
detected_frames\frame_285390009898400.jpg,car,0.92
detected_frames\frame_285390028479900.jpg,car,0.91
detected_frames\frame_285390110311000.jpg,car,0.95
detected_frames\frame_285390128425100.jpg,car,0.89
detected_frames\frame_285390206100600.jpg,car,0.94
detected_frames\frame_285390223807200.jpg,car,0.94
detected_frames\frame_285390299422800.jpg,car,0.93
detected_frames\frame_285390312569300.jpg,car,0.90
detected_frames\frame_285390381638500.jpg,car,0.91
detected_frames\frame_285390394008400.jpg,car,0.91
detected_frames\frame_285390476968500.jpg,car,0.92
detected_frames\frame_285390496413600.jpg,car,0.89
detected_frames\frame_285390572079500.jpg,car,0.91
detected_frames\frame_285390590295000.jpg,car,0.91
detected_frames\frame_285390675270700.jpg,car,0.89
detected_frames\frame_285390693307900.jpg,car,0.89
detected_frames\frame_285390779460700.jpg,car,0.94
detected_frames\frame_285390798337000.jpg,car,0.88
detected_frames\frame_285390879144900.jpg,car,0.93
detected_frames\frame_285390891043100.jpg,car,0.91
detected_frames\frame_285390961772300.jpg,car,0.92
detected_frames\frame_285390973352900.jpg,car,0.92
detected_frames\frame_285390985544100.jpg,car,0.29
detected_frames\frame_285391065276600.jpg,car,0.94
detected_frames\frame_285391077978700.jpg,car,0.90
detected_frames\frame_285391148617500.jpg,car,0.94
detected_frames\frame_285391165478200.jpg,car,0.92
detected_frames\frame_285391183785800.jpg,car,0.27
detected_frames\frame_285391258065700.jpg,car,0.95
detected_frames\frame_285391270182700.jpg,car,0.95
detected_frames\frame_285391282794300.jpg,car,0.52
detected_frames\frame_285391362742100.jpg,car,0.93
detected_frames\frame_285391381448700.jpg,car,0.92
detected_frames\frame_285391399121200.jpg,car,0.41
detected_frames\frame_285391482391100.jpg,car,0.62
detected_frames\frame_285391564265100.jpg,car,0.49
detected_frames\frame_285391639138900.jpg,car,0.80
detected_frames\frame_285391734050500.jpg,car,0.89
detected_frames\frame_285391816365200.jpg,car,0.77
detected_frames\frame_285391903173800.jpg,car,0.82
detected_frames\frame_285391992883800.jpg,car,0.81
detected_frames\frame_285392077250900.jpg,car,0.90
detected_frames\frame_285392162866500.jpg,car,0.87
detected_frames\frame_285392244012800.jpg,car,0.90
detected_frames\frame_285392327910500.jpg,car,0.93
detected_frames\frame_285392411969100.jpg,car,0.95
detected_frames\frame_285392509083300.jpg,car,0.94
detected_frames\frame_285392526120700.jpg,car,0.26
detected_frames\frame_285392607617300.jpg,car,0.97
detected_frames\frame_285392678642800.jpg,car,0.92
detected_frames\frame_285392704244300.jpg,car,0.30
detected_frames\frame_285392794523200.jpg,car,0.94
detected_frames\frame_285392876561000.jpg,car,0.90
detected_frames\frame_285392891637300.jpg,car,0.53
detected_frames\frame_285392967863700.jpg,car,0.90
detected_frames\frame_285392980864900.jpg,car,0.67
detected_frames\frame_285393061460700.jpg,car,0.94
detected_frames\frame_285393080032400.jpg,car,0.38
detected_frames\frame_285393159999800.jpg,car,0.92
detected_frames\frame_285393178154800.jpg,car,0.60
detected_frames\frame_285393255115700.jpg,car,0.89
detected_frames\frame_285393269833800.jpg,car,0.65
detected_frames\frame_285393352361800.jpg,car,0.95
detected_frames\frame_285393364153700.jpg,car,0.70
detected_frames\frame_285393450169200.jpg,car,0.94
detected_frames\frame_285393463312200.jpg,car,0.72
detected_frames\frame_285393551620500.jpg,car,0.91
detected_frames\frame_285393567039000.jpg,car,0.82
detected_frames\frame_285393653472400.jpg,car,0.95
detected_frames\frame_285393666226800.jpg,car,0.72
detected_frames\frame_285393743954700.jpg,car,0.91
detected_frames\frame_285393762828000.jpg,car,0.90
detected_frames\frame_285393851125500.jpg,car,0.96
detected_frames\frame_285393869907500.jpg,car,0.87
detected_frames\frame_285393957233100.jpg,car,0.91
detected_frames\frame_285393974345600.jpg,car,0.91
detected_frames\frame_285394058751000.jpg,car,0.95
detected_frames\frame_285394072469400.jpg,car,0.94
detected_frames\frame_285394156965500.jpg,car,0.94
detected_frames\frame_285394170411200.jpg,car,0.90
detected_frames\frame_285394246319700.jpg,car,0.93
detected_frames\frame_285394331553700.jpg,car,0.96
detected_frames\frame_285394428593500.jpg,car,0.90
detected_frames\frame_285394517423200.jpg,car,0.86
detected_frames\frame_285394603898200.jpg,car,0.90
detected_frames\frame_285394696845000.jpg,car,0.93
detected_frames\frame_285394787382700.jpg,car,0.92
detected_frames\frame_285394865999700.jpg,car,0.91
detected_frames\frame_285394955521000.jpg,car,0.92
detected_frames\frame_285395044324600.jpg,car,0.90
detected_frames\frame_285395177942000.jpg,car,0.92
detected_frames\frame_285395276398300.jpg,car,0.97
detected_frames\frame_285395361858800.jpg,car,0.91
detected_frames\frame_285395448042300.jpg,car,0.94
detected_frames\frame_285395542463500.jpg,car,0.93
detected_frames\frame_285395631172000.jpg,car,0.88
detected_frames\frame_285395717228500.jpg,car,0.92
detected_frames\frame_285395807827100.jpg,car,0.93
detected_frames\frame_285395908095600.jpg,car,0.95
detected_frames\frame_285395983969700.jpg,car,0.91
detected_frames\frame_285396070765000.jpg,car,0.95
detected_frames\frame_285396163189300.jpg,car,0.93
detected_frames\frame_285396242948000.jpg,car,0.93
detected_frames\frame_285397126527800.jpg,car,0.33
detected_frames\frame_285397213621900.jpg,car,0.39
detected_frames\frame_285397301465200.jpg,car,0.36
detected_frames\frame_285397402332700.jpg,car,0.56
detected_frames\frame_285397422099100.jpg,car,0.31
detected_frames\frame_285397519593000.jpg,car,0.68
detected_frames\frame_285397539139600.jpg,car,0.44
detected_frames\frame_285397632895400.jpg,car,0.65
detected_frames\frame_285397646408900.jpg,car,0.31
detected_frames\frame_285397735011100.jpg,car,0.78
detected_frames\frame_285397748794000.jpg,car,0.44
detected_frames\frame_285397852363200.jpg,car,0.81
detected_frames\frame_285397865813100.jpg,car,0.62
detected_frames\frame_285397956886100.jpg,car,0.83
detected_frames\frame_285397970085100.jpg,car,0.55
detected_frames\frame_285398052399300.jpg,car,0.90
detected_frames\frame_285398071852900.jpg,car,0.75
detected_frames\frame_285398156152600.jpg,car,0.95
detected_frames\frame_285398169521700.jpg,car,0.81
detected_frames\frame_285398255140500.jpg,car,0.94
detected_frames\frame_285398268345500.jpg,car,0.80
detected_frames\frame_285398346432500.jpg,car,0.91
detected_frames\frame_285398360109100.jpg,car,0.82
detected_frames\frame_285398454902000.jpg,car,0.91
detected_frames\frame_285398474175500.jpg,car,0.88
detected_frames\frame_285398561791300.jpg,car,0.94
detected_frames\frame_285398575103000.jpg,car,0.93
detected_frames\frame_285398670539800.jpg,car,0.97
detected_frames\frame_285398690244100.jpg,car,0.95
detected_frames\frame_285398780093800.jpg,car,0.93
detected_frames\frame_285398792447600.jpg,car,0.90
detected_frames\frame_285398885993300.jpg,car,0.88
detected_frames\frame_285398905658300.jpg,car,0.87
detected_frames\frame_285398998723900.jpg,car,0.93
detected_frames\frame_285399012658300.jpg,car,0.93
detected_frames\frame_285399102790900.jpg,car,0.93
detected_frames\frame_285399122280000.jpg,car,0.92
detected_frames\frame_285399212164000.jpg,car,0.94
detected_frames\frame_285399229625700.jpg,car,0.92
detected_frames\frame_285399262523600.jpg,car,0.32
detected_frames\frame_285399362709200.jpg,car,0.93
detected_frames\frame_285399383172300.jpg,car,0.91
detected_frames\frame_285399491066800.jpg,car,0.92
detected_frames\frame_285399528025000.jpg,car,0.92
detected_frames\frame_285399624202500.jpg,car,0.94
detected_frames\frame_285399640025700.jpg,car,0.86
detected_frames\frame_285399734617700.jpg,car,0.93
detected_frames\frame_285399766471600.jpg,car,0.93
detected_frames\frame_285399850229200.jpg,car,0.91
detected_frames\frame_285399869938900.jpg,car,0.91
detected_frames\frame_285399963592700.jpg,car,0.93
detected_frames\frame_285399992278100.jpg,car,0.92
detected_frames\frame_285400012873700.jpg,car,0.32
detected_frames\frame_285400108098300.jpg,car,0.93
detected_frames\frame_285400127654200.jpg,car,0.92
detected_frames\frame_285400141937500.jpg,car,0.51
detected_frames\frame_285400235765100.jpg,car,0.92
detected_frames\frame_285400254334600.jpg,car,0.92
detected_frames\frame_285400268965500.jpg,car,0.39
detected_frames\frame_285400361023100.jpg,car,0.95
detected_frames\frame_285400381580400.jpg,car,0.92
detected_frames\frame_285400402389300.jpg,car,0.63
detected_frames\frame_285400497521200.jpg,car,0.96
detected_frames\frame_285400528594900.jpg,car,0.93
detected_frames\frame_285400545025300.jpg,car,0.80
detected_frames\frame_285400625527000.jpg,car,0.93
detected_frames\frame_285400644072300.jpg,car,0.57
detected_frames\frame_285400745180000.jpg,car,0.94
detected_frames\frame_285400765652500.jpg,car,0.68
detected_frames\frame_285400851267200.jpg,car,0.95
detected_frames\frame_285400871302100.jpg,car,0.69
detected_frames\frame_285400977097900.jpg,car,0.95
detected_frames\frame_285400995525800.jpg,car,0.78
detected_frames\frame_285401086519200.jpg,car,0.58
detected_frames\frame_285401176873500.jpg,car,0.75
detected_frames\frame_285401282507900.jpg,car,0.82
detected_frames\frame_285401374163100.jpg,car,0.81
detected_frames\frame_285401456369000.jpg,car,0.84
detected_frames\frame_285401541253100.jpg,car,0.87
detected_frames\frame_285401649130500.jpg,car,0.89
detected_frames\frame_285401736806200.jpg,car,0.88
detected_frames\frame_285401830050100.jpg,car,0.92
detected_frames\frame_285401926844600.jpg,car,0.93
detected_frames\frame_285402026489800.jpg,car,0.90
detected_frames\frame_285402115579900.jpg,car,0.86
detected_frames\frame_285402215473400.jpg,car,0.88
detected_frames\frame_285402316364700.jpg,car,0.84
detected_frames\frame_285402421766200.jpg,car,0.86
detected_frames\frame_285402527457800.jpg,car,0.91
detected_frames\frame_285402625227700.jpg,car,0.95
detected_frames\frame_285402719944200.jpg,car,0.90
detected_frames\frame_285402833135300.jpg,car,0.91
detected_frames\frame_285402928953500.jpg,car,0.90
detected_frames\frame_285403025260700.jpg,car,0.91
detected_frames\frame_285403130960500.jpg,car,0.92
detected_frames\frame_285403232587700.jpg,car,0.92
detected_frames\frame_285403323187600.jpg,car,0.87
detected_frames\frame_285403424915700.jpg,car,0.92
detected_frames\frame_285403537455100.jpg,car,0.90
detected_frames\frame_285403637757100.jpg,car,0.91
detected_frames\frame_285403733523000.jpg,car,0.95
detected_frames\frame_285403832448900.jpg,car,0.95
detected_frames\frame_285406287203800.jpg,car,0.62
detected_frames\frame_285406372547800.jpg,car,0.48
detected_frames\frame_285406455915900.jpg,car,0.29
detected_frames\frame_285406549629500.jpg,car,0.53
detected_frames\frame_285406669062600.jpg,car,0.46
detected_frames\frame_285406776159500.jpg,car,0.50
detected_frames\frame_285406876605800.jpg,car,0.84
detected_frames\frame_285406971919400.jpg,car,0.84
detected_frames\frame_285407086711600.jpg,car,0.85
detected_frames\frame_285407181435000.jpg,car,0.79
detected_frames\frame_285407277370200.jpg,car,0.93
detected_frames\frame_285407390118700.jpg,car,0.94
detected_frames\frame_285407482219400.jpg,car,0.93
detected_frames\frame_285407570590800.jpg,car,0.88
detected_frames\frame_285407666276500.jpg,car,0.93
detected_frames\frame_285407765488200.jpg,car,0.92
detected_frames\frame_285407872757000.jpg,car,0.96
detected_frames\frame_285407964846300.jpg,car,0.94
detected_frames\frame_285408052914200.jpg,car,0.91
detected_frames\frame_285408143789400.jpg,car,0.94
detected_frames\frame_285408171379900.jpg,car,0.30
detected_frames\frame_285408268923400.jpg,car,0.88
detected_frames\frame_285408289493400.jpg,car,0.45
detected_frames\frame_285408377619100.jpg,car,0.93
detected_frames\frame_285408393539600.jpg,car,0.25
detected_frames\frame_285408490707900.jpg,car,0.91
detected_frames\frame_285408512363200.jpg,car,0.44
detected_frames\frame_285408534192500.jpg,car,0.26
detected_frames\frame_285408631565600.jpg,car,0.92
detected_frames\frame_285408652743800.jpg,car,0.50
detected_frames\frame_285408768056100.jpg,car,0.95
detected_frames\frame_285408790778300.jpg,car,0.63
detected_frames\frame_285408827381300.jpg,car,0.31
detected_frames\frame_285408922773200.jpg,car,0.94
detected_frames\frame_285408937261000.jpg,car,0.80
detected_frames\frame_285408952773100.jpg,car,0.46
detected_frames\frame_285409045235700.jpg,car,0.90
detected_frames\frame_285409068055000.jpg,car,0.73
detected_frames\frame_285409089757600.jpg,car,0.38
detected_frames\frame_285409177000300.jpg,car,0.95
detected_frames\frame_285409211834500.jpg,car,0.70
detected_frames\frame_285409233539100.jpg,car,0.37
detected_frames\frame_285409322611800.jpg,car,0.88
detected_frames\frame_285409338100700.jpg,car,0.74
detected_frames\frame_285409359349500.jpg,car,0.58
detected_frames\frame_285409458364000.jpg,car,0.95
detected_frames\frame_285409480133600.jpg,car,0.86
detected_frames\frame_285409494506600.jpg,car,0.75
detected_frames\frame_285409589430400.jpg,car,0.92
detected_frames\frame_285409605039200.jpg,car,0.86
detected_frames\frame_285409619716900.jpg,car,0.72
detected_frames\frame_285409710702100.jpg,car,0.94
detected_frames\frame_285409726894200.jpg,car,0.91
detected_frames\frame_285409747899100.jpg,car,0.78
detected_frames\frame_285409833466100.jpg,car,0.94
detected_frames\frame_285409849098100.jpg,car,0.90
detected_frames\frame_285409865952100.jpg,car,0.72
detected_frames\frame_285409967341800.jpg,car,0.92
detected_frames\frame_285409989168600.jpg,car,0.78
detected_frames\frame_285410087450000.jpg,car,0.93
detected_frames\frame_285410115726000.jpg,car,0.84
detected_frames\frame_285410212436800.jpg,car,0.95
detected_frames\frame_285410233376800.jpg,car,0.79
detected_frames\frame_285410332396400.jpg,car,0.97
detected_frames\frame_285410365551200.jpg,car,0.94
detected_frames\frame_285410457006000.jpg,car,0.96
detected_frames\frame_285410472394700.jpg,car,0.94
detected_frames\frame_285410560769100.jpg,car,0.96
detected_frames\frame_285410591074100.jpg,car,0.94
detected_frames\frame_285410686217300.jpg,car,0.96
detected_frames\frame_285410701302300.jpg,car,0.90
detected_frames\frame_285410818718400.jpg,car,0.96
detected_frames\frame_285410854787800.jpg,car,0.89
detected_frames\frame_285410959103700.jpg,car,0.96
detected_frames\frame_285410981350100.jpg,car,0.94
detected_frames\frame_285411070908400.jpg,car,0.93
detected_frames\frame_285411105438900.jpg,car,0.89
detected_frames\frame_285411199600200.jpg,car,0.91
detected_frames\frame_285411220706500.jpg,car,0.91
detected_frames\frame_285411305513000.jpg,car,0.93
detected_frames\frame_285411322976900.jpg,car,0.91
detected_frames\frame_285411422127700.jpg,car,0.94
detected_frames\frame_285411443465900.jpg,car,0.90
detected_frames\frame_285411533276300.jpg,car,0.95
detected_frames\frame_285411561251700.jpg,car,0.90
detected_frames\frame_285411658341700.jpg,car,0.95
detected_frames\frame_285411672572800.jpg,car,0.94
detected_frames\frame_285411755164900.jpg,car,0.91
detected_frames\frame_285411783295300.jpg,car,0.91
detected_frames\frame_285411863354300.jpg,car,0.95
detected_frames\frame_285411878574200.jpg,car,0.93
detected_frames\frame_285411971172300.jpg,car,0.92
detected_frames\frame_285411985966700.jpg,car,0.92
detected_frames\frame_285412073243300.jpg,car,0.95
detected_frames\frame_285412092608900.jpg,car,0.90
detected_frames\frame_285412188810400.jpg,car,0.93
detected_frames\frame_285412222929500.jpg,car,0.93
detected_frames\frame_285412317606200.jpg,car,0.92
detected_frames\frame_285412332789900.jpg,car,0.91
detected_frames\frame_285412416142600.jpg,car,0.95
detected_frames\frame_285412450634100.jpg,car,0.91
detected_frames\frame_285412544349700.jpg,car,0.95
detected_frames\frame_285412559185700.jpg,car,0.94
detected_frames\frame_285412655870800.jpg,car,0.92
detected_frames\frame_285412677371800.jpg,car,0.91
detected_frames\frame_285412772636100.jpg,car,0.93
detected_frames\frame_285412790722100.jpg,car,0.90
detected_frames\frame_285412873354900.jpg,car,0.95
detected_frames\frame_285412908274000.jpg,car,0.29
detected_frames\frame_285413001617600.jpg,car,0.92
detected_frames\frame_285413086929600.jpg,car,0.95
detected_frames\frame_285413101234800.jpg,car,0.32
detected_frames\frame_285413198515200.jpg,car,0.93
detected_frames\frame_285413218998900.jpg,car,0.31
detected_frames\frame_285413300275100.jpg,car,0.29
detected_frames\frame_285413388448000.jpg,car,0.32
detected_frames\frame_285413559029900.jpg,car,0.39
detected_frames\frame_285413654827000.jpg,car,0.58
detected_frames\frame_285413752104300.jpg,car,0.49
detected_frames\frame_285413841569300.jpg,car,0.45
detected_frames\frame_285413946956000.jpg,car,0.59
detected_frames\frame_285414036027100.jpg,car,0.69
detected_frames\frame_285414128102000.jpg,car,0.75
detected_frames\frame_285414208290700.jpg,car,0.79
detected_frames\frame_285414315648900.jpg,car,0.78
detected_frames\frame_285414406505600.jpg,car,0.87
detected_frames\frame_285414495940200.jpg,car,0.93
detected_frames\frame_285414582247800.jpg,car,0.94
detected_frames\frame_285414676794000.jpg,car,0.96
detected_frames\frame_285414772484500.jpg,car,0.89
detected_frames\frame_285414854275200.jpg,car,0.89
detected_frames\frame_285414945753500.jpg,car,0.93
detected_frames\frame_285415056569100.jpg,car,0.93
detected_frames\frame_285415152302000.jpg,car,0.94
detected_frames\frame_285415244253100.jpg,car,0.94
detected_frames\frame_285415338643300.jpg,car,0.96
detected_frames\frame_285415430462300.jpg,car,0.85
detected_frames\frame_285415524028000.jpg,car,0.91
detected_frames\frame_285415612325400.jpg,car,0.88
detected_frames\frame_285415718060100.jpg,car,0.95
detected_frames\frame_285415803880400.jpg,car,0.94
detected_frames\frame_285415881897700.jpg,car,0.94
detected_frames\frame_285415971581500.jpg,car,0.93
detected_frames\frame_285416081912600.jpg,car,0.96
detected_frames\frame_285416172158600.jpg,car,0.90
detected_frames\frame_285416265668200.jpg,car,0.93
detected_frames\frame_285416351813200.jpg,car,0.94
detected_frames\frame_285416456454100.jpg,car,0.86
detected_frames\frame_285416541721300.jpg,car,0.91
detected_frames\frame_285416630074300.jpg,car,0.90
detected_frames\frame_285416719948900.jpg,car,0.91
detected_frames\frame_285416818494100.jpg,car,0.93
detected_frames\frame_285416916516300.jpg,car,0.96
detected_frames\frame_285417373016200.jpg,car,0.29
detected_frames\frame_285417470246000.jpg,car,0.39
detected_frames\frame_285417582296100.jpg,car,0.64
detected_frames\frame_285417671368500.jpg,car,0.59
detected_frames\frame_285417761042500.jpg,car,0.49
detected_frames\frame_285417859274300.jpg,car,0.57
detected_frames\frame_285417965166900.jpg,car,0.70
detected_frames\frame_285418050201300.jpg,car,0.62
detected_frames\frame_285418143146100.jpg,car,0.57
detected_frames\frame_285418233474500.jpg,car,0.70
detected_frames\frame_285418346545300.jpg,car,0.77
detected_frames\frame_285418439059200.jpg,car,0.85
detected_frames\frame_285418457691400.jpg,car,0.39
detected_frames\frame_285418553499600.jpg,car,0.88
detected_frames\frame_285418586712500.jpg,car,0.32
detected_frames\frame_285418682769100.jpg,car,0.83
detected_frames\frame_285418702992400.jpg,car,0.51
detected_frames\frame_285418788746400.jpg,car,0.86
detected_frames\frame_285418822250900.jpg,car,0.46
detected_frames\frame_285418908957700.jpg,car,0.91
detected_frames\frame_285418929526900.jpg,car,0.47
detected_frames\frame_285419017239700.jpg,car,0.94
detected_frames\frame_285419050017500.jpg,car,0.36
detected_frames\frame_285419145143500.jpg,car,0.94
detected_frames\frame_285419165160600.jpg,car,0.43
detected_frames\frame_285419178146700.jpg,car,0.41
detected_frames\frame_285419269030400.jpg,car,0.93
detected_frames\frame_285419289335200.jpg,car,0.58
detected_frames\frame_285419310834600.jpg,car,0.30
detected_frames\frame_285419411347900.jpg,car,0.98
detected_frames\frame_285419433264500.jpg,car,0.52
detected_frames\frame_285419454711400.jpg,car,0.38
detected_frames\frame_285419541446400.jpg,car,0.94
detected_frames\frame_285419556213100.jpg,car,0.69
detected_frames\frame_285419572157400.jpg,car,0.37
detected_frames\frame_285419664553400.jpg,car,0.94
detected_frames\frame_285419680382700.jpg,car,0.72
detected_frames\frame_285419701611300.jpg,car,0.26
detected_frames\frame_285419791277500.jpg,car,0.88
detected_frames\frame_285419811633300.jpg,car,0.75
detected_frames\frame_285419900927700.jpg,car,0.93
detected_frames\frame_285419915709000.jpg,car,0.79
detected_frames\frame_285419949450000.jpg,car,0.31
detected_frames\frame_285420043416500.jpg,car,0.89
detected_frames\frame_285420064793700.jpg,car,0.83
detected_frames\frame_285420156092000.jpg,car,0.89
detected_frames\frame_285420190201800.jpg,car,0.83
detected_frames\frame_285420285912300.jpg,car,0.88
detected_frames\frame_285420306569900.jpg,car,0.83
detected_frames\frame_285420403099900.jpg,car,0.92
detected_frames\frame_285420431461500.jpg,car,0.87
detected_frames\frame_285420527151300.jpg,car,0.89
detected_frames\frame_285420545207800.jpg,car,0.83
detected_frames\frame_285420565205400.jpg,truck,0.39
detected_frames\frame_285420654209100.jpg,car,0.94
detected_frames\frame_285420675008600.jpg,car,0.91
detected_frames\frame_285420695635400.jpg,car,0.35
detected_frames\frame_285420793439900.jpg,car,0.92
detected_frames\frame_285420812333400.jpg,car,0.88
detected_frames\frame_285420833048600.jpg,car,0.59
detected_frames\frame_285420854358700.jpg,car,0.44
detected_frames\frame_285420994820000.jpg,car,0.92
detected_frames\frame_285421019896500.jpg,car,0.91
detected_frames\frame_285421043899700.jpg,car,0.60
detected_frames\frame_285421064658000.jpg,car,0.32
detected_frames\frame_285421179434900.jpg,car,0.94
detected_frames\frame_285421204492800.jpg,car,0.91
detected_frames\frame_285421222077400.jpg,car,0.79
detected_frames\frame_285421244943800.jpg,car,0.42
detected_frames\frame_285421358867300.jpg,car,0.94
